Id,Type,Name,email,age,Income,Spend,Savings,Debt,Education,Credit Rating,IS employed,Is Employable ,HasCriminalBackground,Unemployed For
10283,CORP,SomeName283,shh1@shh.com,13,546232260,78,38,38,Graduate,2,T,T,T,31
10284,UNK,SomeName284,shh1@shh.com,40,308922845,58,43,-34,Masters,5,F,F,F,38
10285,GOVT,SomeName285,shh1@shh.com,37,823219721,24,50,-42,PhD,4,T,T,T,38
10286,SELF,SomeName286,shh1@shh.com,74,169551245,56,58,-21,High School,10,F,F,F,14
10287,CORP,SomeName287,shh1@shh.com,65,281279582,64,40,43,Undergrad,6,T,T,T,40
10288,UNK,SomeName288,shh1@shh.com,74,832602921,17,38,-22,Graduate,4,F,F,F,56
10289,GOVT,SomeName289,shh1@shh.com,97,252075274,65,50,-32,Masters,8,T,T,T,41
10290,SELF,SomeName290,shh1@shh.com,69,515258633,67,30,55,PhD,1,F,F,F,43
10291,CORP,SomeName291,shh1@shh.com,35,439934466,78,38,-14,High School,10,T,T,T,31
10292,UNK,SomeName292,shh1@shh.com,41,85310673,60,30,46,Undergrad,8,F,F,F,22
10293,GOVT,SomeName293,shh1@shh.com,35,616179516,53,59,11,Graduate,9,T,T,T,45
10294,SELF,SomeName294,shh1@shh.com,55,736761324,64,56,41,Masters,1,F,F,F,19
10295,CORP,SomeName295,shh1@shh.com,92,686945099,42,43,-45,PhD,3,T,T,T,55
10296,UNK,SomeName296,shh1@shh.com,47,740579479,73,50,11,High School,10,F,F,F,1
10297,GOVT,SomeName297,shh1@shh.com,56,395094332,30,41,-14,Undergrad,1,T,T,T,57
10298,SELF,SomeName298,shh1@shh.com,55,513170404,30,55,40,Graduate,1,F,F,F,4
10299,CORP,SomeName299,shh1@shh.com,54,298724071,52,57,20,Masters,0,T,T,T,11
10300,UNK,SomeName300,shh1@shh.com,23,284169155,20,39,26,PhD,9,F,F,F,58
10301,GOVT,SomeName301,shh1@shh.com,101,636930224,36,45,-39,High School,4,T,T,T,15
10302,SELF,SomeName302,shh1@shh.com,55,438990601,69,51,5,Undergrad,5,F,F,F,60
10303,CORP,SomeName303,shh1@shh.com,38,571658655,35,57,39,Graduate,0,T,T,T,18
10304,UNK,SomeName304,shh1@shh.com,43,590978078,69,34,-42,Masters,7,F,F,F,19
10305,GOVT,SomeName305,shh1@shh.com,103,957862588,61,57,-15,PhD,8,T,T,T,18
10306,SELF,SomeName306,shh1@shh.com,89,504685056,65,53,59,High School,8,F,F,F,29
10307,CORP,SomeName307,shh1@shh.com,98,841042390,20,36,56,Undergrad,5,T,T,T,12
10308,UNK,SomeName308,shh1@shh.com,94,315398945,49,45,21,Graduate,1,F,F,F,33
10309,GOVT,SomeName309,shh1@shh.com,11,334083110,57,37,-6,Masters,5,T,T,T,58
10310,SELF,SomeName310,shh1@shh.com,13,27888182,50,55,54,PhD,1,F,F,F,53
10311,CORP,SomeName311,shh1@shh.com,93,842992493,31,55,45,High School,9,T,T,T,53
10312,UNK,SomeName312,shh1@shh.com,29,97905544,18,35,8,Undergrad,10,F,F,F,26
10313,GOVT,SomeName313,shh1@shh.com,3,178021633,63,44,-43,Graduate,1,T,T,T,4
10314,SELF,SomeName314,shh1@shh.com,88,700282940,58,36,29,Masters,1,F,F,F,20
10315,CORP,SomeName315,shh1@shh.com,49,249464634,76,58,59,PhD,9,T,T,T,8
10316,UNK,SomeName316,shh1@shh.com,36,156856701,22,54,51,High School,3,F,F,F,49
10317,GOVT,SomeName317,shh1@shh.com,81,8923315,62,56,3,Undergrad,6,T,T,T,55
10318,SELF,SomeName318,shh1@shh.com,56,66239474,27,31,1,Graduate,1,F,F,F,56
10319,CORP,SomeName319,shh1@shh.com,83,811664273,59,48,57,Masters,8,T,T,T,48
10320,UNK,SomeName320,shh1@shh.com,51,329981233,54,53,36,PhD,10,F,F,F,1
10321,GOVT,SomeName321,shh1@shh.com,80,696098310,75,48,0,High School,6,T,T,T,28
10322,SELF,SomeName322,shh1@shh.com,50,3255251,26,41,4,Undergrad,9,F,F,F,23
10323,CORP,SomeName323,shh1@shh.com,30,990541735,31,56,-19,Graduate,5,T,T,T,53
10324,UNK,SomeName324,shh1@shh.com,88,431415091,56,45,-23,Masters,3,F,F,F,46
10325,GOVT,SomeName325,shh1@shh.com,6,513825513,16,50,58,PhD,8,T,T,T,32
10326,SELF,SomeName326,shh1@shh.com,50,845408770,69,58,-28,High School,8,F,F,F,41
10327,CORP,SomeName327,shh1@shh.com,20,512170056,25,43,24,Undergrad,2,T,T,T,33
10328,UNK,SomeName328,shh1@shh.com,1,396626500,66,50,-35,Graduate,8,F,F,F,50
10329,GOVT,SomeName329,shh1@shh.com,49,45743111,65,57,54,Masters,0,T,T,T,1
10330,SELF,SomeName330,shh1@shh.com,64,738431117,44,47,-38,PhD,7,F,F,F,36
10331,CORP,SomeName331,shh1@shh.com,37,842009064,34,55,-44,High School,8,T,T,T,1
10332,UNK,SomeName332,shh1@shh.com,58,334705698,48,36,30,Undergrad,6,F,F,F,30
10333,GOVT,SomeName333,shh1@shh.com,102,258970606,57,43,-36,Graduate,3,T,T,T,12
10334,SELF,SomeName334,shh1@shh.com,46,615923254,25,51,45,Masters,9,F,F,F,42
10335,CORP,SomeName335,shh1@shh.com,8,702539227,80,32,9,PhD,2,T,T,T,41
10336,UNK,SomeName336,shh1@shh.com,8,262411214,72,41,42,High School,8,F,F,F,9
10337,GOVT,SomeName337,shh1@shh.com,14,454600254,52,40,-24,Undergrad,7,T,T,T,38
10338,SELF,SomeName338,shh1@shh.com,87,349508921,40,47,-12,Graduate,6,F,F,F,56
10339,CORP,SomeName339,shh1@shh.com,56,4443449,65,33,-21,Masters,4,T,T,T,43
10340,UNK,SomeName340,shh1@shh.com,35,124895194,67,33,-1,PhD,4,F,F,F,16
10341,GOVT,SomeName341,shh1@shh.com,84,622875750,59,43,30,High School,9,T,T,T,33
10342,SELF,SomeName342,shh1@shh.com,75,12921751,25,35,-6,Undergrad,0,F,F,F,13
10343,CORP,SomeName343,shh1@shh.com,87,793160263,69,36,-14,Graduate,10,T,T,T,22
10344,UNK,SomeName344,shh1@shh.com,22,698486349,19,50,21,Masters,3,F,F,F,48
10345,GOVT,SomeName345,shh1@shh.com,56,158767512,73,33,6,PhD,8,T,T,T,42
10346,SELF,SomeName346,shh1@shh.com,95,228468517,24,31,-24,High School,2,F,F,F,39
10347,CORP,SomeName347,shh1@shh.com,30,704001417,23,46,41,Undergrad,4,T,T,T,23
10348,UNK,SomeName348,shh1@shh.com,75,6427709,45,36,39,Graduate,10,F,F,F,22
10349,GOVT,SomeName349,shh1@shh.com,69,804930318,45,42,45,Masters,0,T,T,T,1
10350,SELF,SomeName350,shh1@shh.com,100,922188418,50,31,-34,PhD,10,F,F,F,44
10351,CORP,SomeName351,shh1@shh.com,46,418631919,44,54,2,High School,5,T,T,T,24
10352,UNK,SomeName352,shh1@shh.com,54,141162116,52,54,-7,Undergrad,5,F,F,F,52
10353,GOVT,SomeName353,shh1@shh.com,56,386611348,50,48,-5,Graduate,4,T,T,T,57
10354,SELF,SomeName354,shh1@shh.com,21,673715257,52,43,-20,Masters,0,F,F,F,7
10355,CORP,SomeName355,shh1@shh.com,21,358841660,79,60,-30,PhD,2,T,T,T,45
10356,UNK,SomeName356,shh1@shh.com,86,741851744,32,34,-2,High School,10,F,F,F,19
10357,GOVT,SomeName357,shh1@shh.com,83,400869805,52,35,-19,Undergrad,1,T,T,T,19
10358,SELF,SomeName358,shh1@shh.com,16,123448442,57,45,54,Graduate,4,F,F,F,15
10359,CORP,SomeName359,shh1@shh.com,30,767125788,17,56,-42,Masters,7,T,T,T,43
10360,UNK,SomeName360,shh1@shh.com,104,528813472,35,43,32,PhD,0,F,F,F,46
10361,GOVT,SomeName361,shh1@shh.com,79,632822242,62,46,46,High School,9,T,T,T,60
10362,SELF,SomeName362,shh1@shh.com,84,523007354,56,39,51,Undergrad,7,F,F,F,56
10363,CORP,SomeName363,shh1@shh.com,93,672327114,36,57,32,Graduate,5,T,T,T,18
10364,UNK,SomeName364,shh1@shh.com,22,715752195,41,51,48,Masters,7,F,F,F,6
10365,GOVT,SomeName365,shh1@shh.com,107,991545777,61,34,-14,PhD,4,T,T,T,59
10366,SELF,SomeName366,shh1@shh.com,93,61002585,79,56,59,High School,1,F,F,F,34
10367,CORP,SomeName367,shh1@shh.com,71,543397148,57,54,52,Undergrad,8,T,T,T,11
10368,UNK,SomeName368,shh1@shh.com,76,83776499,68,49,-16,Graduate,9,F,F,F,22
10369,GOVT,SomeName369,shh1@shh.com,71,705344701,69,49,32,Masters,6,T,T,T,48
10370,SELF,SomeName370,shh1@shh.com,95,232104707,41,56,21,PhD,2,F,F,F,58
10371,CORP,SomeName371,shh1@shh.com,71,439643390,72,39,26,High School,1,T,T,T,36
10372,UNK,SomeName372,shh1@shh.com,56,306814596,38,60,-12,Undergrad,10,F,F,F,22
10373,GOVT,SomeName373,shh1@shh.com,58,336718848,50,43,20,Graduate,7,T,T,T,15
10374,SELF,SomeName374,shh1@shh.com,94,894345185,41,30,50,Masters,9,F,F,F,24
10375,CORP,SomeName375,shh1@shh.com,33,525658961,41,31,-29,PhD,10,T,T,T,17
10376,UNK,SomeName376,shh1@shh.com,9,186394823,19,58,-28,High School,2,F,F,F,12
10377,GOVT,SomeName377,shh1@shh.com,15,355695326,38,32,-44,Undergrad,6,T,T,T,40
10378,SELF,SomeName378,shh1@shh.com,63,174629133,44,55,-27,Graduate,8,F,F,F,23
10379,CORP,SomeName379,shh1@shh.com,23,820428009,37,51,3,Masters,0,T,T,T,36
10380,UNK,SomeName380,shh1@shh.com,62,581703390,47,43,-38,PhD,9,F,F,F,57
10381,GOVT,SomeName381,shh1@shh.com,49,470524364,33,44,19,High School,2,T,T,T,53
10382,SELF,SomeName382,shh1@shh.com,67,833037450,19,56,55,Undergrad,1,F,F,F,28
10383,CORP,SomeName383,shh1@shh.com,59,64244053,26,56,9,Graduate,9,T,T,T,32
10384,UNK,SomeName384,shh1@shh.com,109,341449677,67,49,-8,Masters,10,F,F,F,8
10385,GOVT,SomeName385,shh1@shh.com,82,415623351,51,40,59,PhD,3,T,T,T,45
10386,SELF,SomeName386,shh1@shh.com,49,287399702,58,44,43,High School,0,F,F,F,55
10387,CORP,SomeName387,shh1@shh.com,97,739249513,34,54,-1,Undergrad,5,T,T,T,57
10388,UNK,SomeName388,shh1@shh.com,23,107061328,31,40,-21,Graduate,5,F,F,F,10
10389,GOVT,SomeName389,shh1@shh.com,31,475705731,59,54,5,Masters,7,T,T,T,9
10390,SELF,SomeName390,shh1@shh.com,41,426270781,62,51,43,PhD,6,F,F,F,60
10391,CORP,SomeName391,shh1@shh.com,102,90202525,80,55,18,High School,2,T,T,T,11
10392,UNK,SomeName392,shh1@shh.com,79,196449955,26,51,40,Undergrad,7,F,F,F,57
10393,GOVT,SomeName393,shh1@shh.com,99,647390799,64,40,39,Graduate,3,T,T,T,11
10394,SELF,SomeName394,shh1@shh.com,106,544690122,79,33,43,Masters,9,F,F,F,36
10395,CORP,SomeName395,shh1@shh.com,16,605572296,29,38,-1,PhD,6,T,T,T,55
10396,UNK,SomeName396,shh1@shh.com,40,477952191,57,40,31,High School,7,F,F,F,56
10397,GOVT,SomeName397,shh1@shh.com,57,282772588,27,41,-35,Undergrad,2,T,T,T,20
10398,SELF,SomeName398,shh1@shh.com,41,418165161,74,47,-50,Graduate,6,F,F,F,20
10399,CORP,SomeName399,shh1@shh.com,103,233430813,44,44,46,Masters,9,T,T,T,48
10400,UNK,SomeName400,shh1@shh.com,7,39307429,16,46,-32,PhD,1,F,F,F,6
10401,GOVT,SomeName401,shh1@shh.com,62,848187311,78,52,-17,High School,1,T,T,T,13
10402,SELF,SomeName402,shh1@shh.com,29,445389731,38,44,30,Undergrad,1,F,F,F,53
10403,CORP,SomeName403,shh1@shh.com,63,520201591,73,53,-46,Graduate,3,T,T,T,14
10404,UNK,SomeName404,shh1@shh.com,43,750118636,32,44,3,Masters,1,F,F,F,54
10405,GOVT,SomeName405,shh1@shh.com,6,876216055,50,41,3,PhD,5,T,T,T,22
10406,SELF,SomeName406,shh1@shh.com,7,915246262,64,42,58,High School,3,F,F,F,8
10407,CORP,SomeName407,shh1@shh.com,107,20073303,60,58,-9,Undergrad,7,T,T,T,2
10408,UNK,SomeName408,shh1@shh.com,52,820544918,66,44,2,Graduate,5,F,F,F,4
10409,GOVT,SomeName409,shh1@shh.com,6,265419525,64,50,12,Masters,4,T,T,T,50
10410,SELF,SomeName410,shh1@shh.com,40,64749828,56,51,10,PhD,10,F,F,F,56
10411,CORP,SomeName411,shh1@shh.com,29,135839872,23,40,18,High School,5,T,T,T,42
10412,UNK,SomeName412,shh1@shh.com,57,131605438,25,47,22,Undergrad,3,F,F,F,7
10413,GOVT,SomeName413,shh1@shh.com,79,997295771,65,45,60,Graduate,5,T,T,T,31
10414,SELF,SomeName414,shh1@shh.com,9,540869499,76,58,21,Masters,1,F,F,F,17
10415,CORP,SomeName415,shh1@shh.com,13,853826887,71,52,-8,PhD,6,T,T,T,21
10416,UNK,SomeName416,shh1@shh.com,20,950931015,74,57,44,High School,6,F,F,F,60
10417,GOVT,SomeName417,shh1@shh.com,47,127211316,33,42,41,Undergrad,6,T,T,T,20
10418,SELF,SomeName418,shh1@shh.com,91,192474664,68,41,52,Graduate,1,F,F,F,1
10419,CORP,SomeName419,shh1@shh.com,78,744710286,60,38,54,Masters,3,T,T,T,36
10420,UNK,SomeName420,shh1@shh.com,15,401842362,20,52,-18,PhD,8,F,F,F,54
10421,GOVT,SomeName421,shh1@shh.com,98,440748936,71,45,-35,High School,10,T,T,T,42
10422,SELF,SomeName422,shh1@shh.com,56,818197735,68,47,-5,Undergrad,7,F,F,F,10
10423,CORP,SomeName423,shh1@shh.com,10,163818749,35,51,17,Graduate,8,T,T,T,31
10424,UNK,SomeName424,shh1@shh.com,4,311197445,27,34,22,Masters,1,F,F,F,48
10425,GOVT,SomeName425,shh1@shh.com,12,272645197,50,42,8,PhD,6,T,T,T,24
10426,SELF,SomeName426,shh1@shh.com,93,437910567,52,51,-47,High School,3,F,F,F,22
10427,CORP,SomeName427,shh1@shh.com,68,108170171,66,39,51,Undergrad,5,T,T,T,48
10428,UNK,SomeName428,shh1@shh.com,5,334846862,26,37,-24,Graduate,4,F,F,F,33
10429,GOVT,SomeName429,shh1@shh.com,7,44779378,18,58,3,Masters,2,T,T,T,55
10430,SELF,SomeName430,shh1@shh.com,10,12451235,57,49,-11,PhD,6,F,F,F,12
10431,CORP,SomeName431,shh1@shh.com,108,894750940,44,35,14,High School,4,T,T,T,38
10432,UNK,SomeName432,shh1@shh.com,9,94505951,35,59,47,Undergrad,9,F,F,F,22
10433,GOVT,SomeName433,shh1@shh.com,109,824297298,60,42,24,Graduate,4,T,T,T,16
10434,SELF,SomeName434,shh1@shh.com,72,588542705,34,34,24,Masters,6,F,F,F,20
10435,CORP,SomeName435,shh1@shh.com,76,125372146,25,55,-21,PhD,2,T,T,T,7
10436,UNK,SomeName436,shh1@shh.com,31,688891141,36,58,56,High School,6,F,F,F,22
10437,GOVT,SomeName437,shh1@shh.com,31,254596254,67,41,-11,Undergrad,6,T,T,T,28
10438,SELF,SomeName438,shh1@shh.com,54,618451596,41,36,-44,Graduate,9,F,F,F,14
10439,CORP,SomeName439,shh1@shh.com,105,885903006,15,40,-9,Masters,7,T,T,T,35
10440,UNK,SomeName440,shh1@shh.com,71,438851929,33,57,-35,PhD,2,F,F,F,59
10441,GOVT,SomeName441,shh1@shh.com,47,760081649,30,59,40,High School,4,T,T,T,17
10442,SELF,SomeName442,shh1@shh.com,5,147095131,38,42,27,Undergrad,3,F,F,F,52
10443,CORP,SomeName443,shh1@shh.com,24,872254492,31,34,-41,Graduate,1,T,T,T,32
10444,UNK,SomeName444,shh1@shh.com,62,295163291,76,51,2,Masters,2,F,F,F,17
10445,GOVT,SomeName445,shh1@shh.com,60,781046072,73,35,16,PhD,5,T,T,T,59
10446,SELF,SomeName446,shh1@shh.com,27,592411658,63,47,46,High School,1,F,F,F,54
10447,CORP,SomeName447,shh1@shh.com,26,717114673,65,33,42,Undergrad,0,T,T,T,4
10448,UNK,SomeName448,shh1@shh.com,93,378643098,76,40,46,Graduate,7,F,F,F,22
10449,GOVT,SomeName449,shh1@shh.com,18,225758071,47,33,38,Masters,1,T,T,T,28
10450,SELF,SomeName450,shh1@shh.com,22,733740912,31,31,36,PhD,9,F,F,F,37
10451,CORP,SomeName451,shh1@shh.com,102,491193367,33,33,-24,High School,7,T,T,T,59
10452,UNK,SomeName452,shh1@shh.com,106,180059234,41,31,47,Undergrad,5,F,F,F,36
10453,GOVT,SomeName453,shh1@shh.com,58,772010256,52,34,13,Graduate,5,T,T,T,14
10454,SELF,SomeName454,shh1@shh.com,50,750573730,74,54,35,Masters,3,F,F,F,40
10455,CORP,SomeName455,shh1@shh.com,42,433682826,73,60,29,PhD,2,T,T,T,3
10456,UNK,SomeName456,shh1@shh.com,61,300992253,19,49,4,High School,6,F,F,F,20
10457,GOVT,SomeName457,shh1@shh.com,35,166886348,29,58,-2,Undergrad,6,T,T,T,19
10458,SELF,SomeName458,shh1@shh.com,3,228101800,74,40,38,Graduate,3,F,F,F,35
10459,CORP,SomeName459,shh1@shh.com,14,701950415,59,58,13,Masters,9,T,T,T,44
10460,UNK,SomeName460,shh1@shh.com,10,988083365,77,37,-29,PhD,1,F,F,F,2
10461,GOVT,SomeName461,shh1@shh.com,13,959354264,38,59,34,High School,1,T,T,T,40
10462,SELF,SomeName462,shh1@shh.com,87,153436847,80,48,-29,Undergrad,9,F,F,F,49
10463,CORP,SomeName463,shh1@shh.com,4,887976157,32,51,-37,Graduate,7,T,T,T,17
10464,UNK,SomeName464,shh1@shh.com,78,344798084,27,48,40,Masters,10,F,F,F,26
10465,GOVT,SomeName465,shh1@shh.com,24,273097473,79,42,22,PhD,0,T,T,T,21
10466,SELF,SomeName466,shh1@shh.com,83,279322421,47,52,46,High School,2,F,F,F,1
10467,CORP,SomeName467,shh1@shh.com,3,384548661,74,34,45,Undergrad,3,T,T,T,39
10468,UNK,SomeName468,shh1@shh.com,93,317224389,29,35,25,Graduate,8,F,F,F,27
10469,GOVT,SomeName469,shh1@shh.com,89,473006096,41,45,19,Masters,9,T,T,T,36
10470,SELF,SomeName470,shh1@shh.com,20,57870405,59,40,31,PhD,0,F,F,F,26
10471,CORP,SomeName471,shh1@shh.com,87,895976352,53,33,47,High School,8,T,T,T,12
10472,UNK,SomeName472,shh1@shh.com,89,63219810,76,42,-39,Undergrad,10,F,F,F,25
10473,GOVT,SomeName473,shh1@shh.com,80,131987290,17,50,-19,Graduate,5,T,T,T,33
10474,SELF,SomeName474,shh1@shh.com,18,937134369,16,30,-30,Masters,5,F,F,F,14
10475,CORP,SomeName475,shh1@shh.com,4,270697840,61,59,43,PhD,7,T,T,T,32
10476,UNK,SomeName476,shh1@shh.com,21,820231865,52,51,-41,High School,6,F,F,F,57
10477,GOVT,SomeName477,shh1@shh.com,85,265366401,70,41,11,Undergrad,6,T,T,T,51
10478,SELF,SomeName478,shh1@shh.com,66,210202716,62,49,-3,Graduate,8,F,F,F,17
10479,CORP,SomeName479,shh1@shh.com,62,790348848,49,52,11,Masters,7,T,T,T,55
10480,UNK,SomeName480,shh1@shh.com,20,20108851,16,51,-47,PhD,10,F,F,F,57
10481,GOVT,SomeName481,shh1@shh.com,84,981927031,31,30,57,High School,10,T,T,T,24
10482,SELF,SomeName482,shh1@shh.com,93,591240211,53,35,20,Undergrad,5,F,F,F,37
10483,CORP,SomeName483,shh1@shh.com,95,659580485,79,52,-28,Graduate,10,T,T,T,8
10484,UNK,SomeName484,shh1@shh.com,44,368031534,38,37,57,Masters,8,F,F,F,43
10485,GOVT,SomeName485,shh1@shh.com,8,493712855,40,56,-45,PhD,8,T,T,T,17
10486,SELF,SomeName486,shh1@shh.com,67,472271047,38,45,-28,High School,0,F,F,F,30
10487,CORP,SomeName487,shh1@shh.com,11,821321653,59,32,-34,Undergrad,7,T,T,T,12
10488,UNK,SomeName488,shh1@shh.com,110,740701727,25,40,14,Graduate,5,F,F,F,23
10489,GOVT,SomeName489,shh1@shh.com,16,299478985,18,47,0,Masters,9,T,T,T,42
10490,SELF,SomeName490,shh1@shh.com,44,838047069,29,50,12,PhD,2,F,F,F,17
10491,CORP,SomeName491,shh1@shh.com,85,914545889,63,37,-21,High School,1,T,T,T,55
10492,UNK,SomeName492,shh1@shh.com,71,935350373,39,40,9,Undergrad,0,F,F,F,28
10493,GOVT,SomeName493,shh1@shh.com,42,586165257,28,43,-16,Graduate,2,T,T,T,48
10494,SELF,SomeName494,shh1@shh.com,93,479745070,55,48,-40,Masters,6,F,F,F,8
10495,CORP,SomeName495,shh1@shh.com,20,642656779,49,43,4,PhD,8,T,T,T,32
10496,UNK,SomeName496,shh1@shh.com,96,495641316,57,36,-29,High School,5,F,F,F,19
10497,GOVT,SomeName497,shh1@shh.com,22,689516956,54,58,-40,Undergrad,5,T,T,T,44
10498,SELF,SomeName498,shh1@shh.com,75,367341780,23,36,-25,Graduate,6,F,F,F,16
10499,CORP,SomeName499,shh1@shh.com,33,398895336,25,44,48,Masters,6,T,T,T,48
10500,UNK,SomeName500,shh1@shh.com,32,706788738,44,59,32,PhD,5,F,F,F,22
10501,GOVT,SomeName501,shh1@shh.com,69,85991338,61,30,-31,High School,3,T,T,T,5
10502,SELF,SomeName502,shh1@shh.com,82,160134601,67,40,-36,Undergrad,4,F,F,F,17
10503,CORP,SomeName503,shh1@shh.com,102,320832540,59,56,12,Graduate,9,T,T,T,2
10504,UNK,SomeName504,shh1@shh.com,31,866284958,39,57,1,Masters,9,F,F,F,2
10505,GOVT,SomeName505,shh1@shh.com,100,345594475,27,42,-10,PhD,9,T,T,T,47
10506,SELF,SomeName506,shh1@shh.com,28,607460809,22,53,55,High School,2,F,F,F,55
10507,CORP,SomeName507,shh1@shh.com,84,526630164,16,32,35,Undergrad,0,T,T,T,40
10508,UNK,SomeName508,shh1@shh.com,87,829517553,73,41,-22,Graduate,4,F,F,F,36
10509,GOVT,SomeName509,shh1@shh.com,35,136256242,66,57,1,Masters,9,T,T,T,60
10510,SELF,SomeName510,shh1@shh.com,34,221848694,56,56,-44,PhD,2,F,F,F,53
10511,CORP,SomeName511,shh1@shh.com,40,259355897,18,49,3,High School,7,T,T,T,42
10512,UNK,SomeName512,shh1@shh.com,97,959266495,27,59,35,Undergrad,5,F,F,F,24
10513,GOVT,SomeName513,shh1@shh.com,36,134952188,52,34,53,Graduate,2,T,T,T,29
10514,SELF,SomeName514,shh1@shh.com,97,954353970,38,33,8,Masters,4,F,F,F,10
10515,CORP,SomeName515,shh1@shh.com,15,634241686,26,46,18,PhD,7,T,T,T,54
10516,UNK,SomeName516,shh1@shh.com,110,221231438,40,58,-16,High School,4,F,F,F,30
10517,GOVT,SomeName517,shh1@shh.com,96,139524473,23,41,-50,Undergrad,0,T,T,T,33
10518,SELF,SomeName518,shh1@shh.com,74,295168389,46,42,13,Graduate,0,F,F,F,49
10519,CORP,SomeName519,shh1@shh.com,72,329120452,78,44,55,Masters,1,T,T,T,31
10520,UNK,SomeName520,shh1@shh.com,82,853802499,24,44,30,PhD,2,F,F,F,28
10521,GOVT,SomeName521,shh1@shh.com,16,175972871,75,33,35,High School,10,T,T,T,21
10522,SELF,SomeName522,shh1@shh.com,34,160693740,28,47,-29,Undergrad,3,F,F,F,57
10523,CORP,SomeName523,shh1@shh.com,83,182844140,16,58,-47,Graduate,4,T,T,T,41
10524,UNK,SomeName524,shh1@shh.com,108,276412391,74,54,49,Masters,4,F,F,F,2
10525,GOVT,SomeName525,shh1@shh.com,78,544772738,24,53,38,PhD,1,T,T,T,60
10526,SELF,SomeName526,shh1@shh.com,75,377823899,22,45,-11,High School,9,F,F,F,5
10527,CORP,SomeName527,shh1@shh.com,4,555092112,57,36,31,Undergrad,9,T,T,T,52
10528,UNK,SomeName528,shh1@shh.com,99,874982820,16,54,-21,Graduate,10,F,F,F,25
10529,GOVT,SomeName529,shh1@shh.com,53,756023030,63,39,-48,Masters,2,T,T,T,36
10530,SELF,SomeName530,shh1@shh.com,38,330487512,53,41,1,PhD,8,F,F,F,20
10531,CORP,SomeName531,shh1@shh.com,57,653596013,64,45,-24,High School,8,T,T,T,28
10532,UNK,SomeName532,shh1@shh.com,101,390336681,60,38,-36,Undergrad,10,F,F,F,22
10533,GOVT,SomeName533,shh1@shh.com,85,231520986,26,37,41,Graduate,3,T,T,T,12
10534,SELF,SomeName534,shh1@shh.com,60,805130098,19,33,55,Masters,0,F,F,F,35
10535,CORP,SomeName535,shh1@shh.com,64,670454264,35,34,-17,PhD,6,T,T,T,36
10536,UNK,SomeName536,shh1@shh.com,110,352505811,67,58,-1,High School,7,F,F,F,33
10537,GOVT,SomeName537,shh1@shh.com,48,881580477,67,59,26,Undergrad,6,T,T,T,50
10538,SELF,SomeName538,shh1@shh.com,63,888882500,56,49,-34,Graduate,5,F,F,F,23
10539,CORP,SomeName539,shh1@shh.com,105,536022847,32,55,58,Masters,5,T,T,T,33
10540,UNK,SomeName540,shh1@shh.com,61,177154853,50,41,-9,PhD,2,F,F,F,59
10541,GOVT,SomeName541,shh1@shh.com,29,516525033,26,43,11,High School,3,T,T,T,44
10542,SELF,SomeName542,shh1@shh.com,27,693303572,25,43,8,Undergrad,5,F,F,F,46
10543,CORP,SomeName543,shh1@shh.com,96,262084301,46,53,-3,Graduate,4,T,T,T,17
10544,UNK,SomeName544,shh1@shh.com,15,898043814,52,35,1,Masters,3,F,F,F,15
10545,GOVT,SomeName545,shh1@shh.com,45,125276747,40,39,56,PhD,0,T,T,T,47
10546,SELF,SomeName546,shh1@shh.com,22,927865525,53,59,-13,High School,1,F,F,F,31
10547,CORP,SomeName547,shh1@shh.com,2,871847459,68,31,3,Undergrad,8,T,T,T,14
10548,UNK,SomeName548,shh1@shh.com,16,804954786,77,37,51,Graduate,0,F,F,F,41
10549,GOVT,SomeName549,shh1@shh.com,53,882012768,43,38,8,Masters,3,T,T,T,23
10550,SELF,SomeName550,shh1@shh.com,13,148013756,55,49,18,PhD,6,F,F,F,32
10551,CORP,SomeName551,shh1@shh.com,108,444398858,37,42,-1,High School,4,T,T,T,20
10552,UNK,SomeName552,shh1@shh.com,97,653345292,52,39,12,Undergrad,5,F,F,F,55
10553,GOVT,SomeName553,shh1@shh.com,68,811250033,48,36,-6,Graduate,0,T,T,T,59
10554,SELF,SomeName554,shh1@shh.com,82,610230619,67,50,36,Masters,5,F,F,F,7
10555,CORP,SomeName555,shh1@shh.com,64,745040636,56,40,24,PhD,10,T,T,T,10
10556,UNK,SomeName556,shh1@shh.com,61,79880158,52,49,3,High School,2,F,F,F,37
10557,GOVT,SomeName557,shh1@shh.com,60,636248501,27,40,52,Undergrad,3,T,T,T,19
10558,SELF,SomeName558,shh1@shh.com,58,732328898,37,52,42,Graduate,10,F,F,F,16
10559,CORP,SomeName559,shh1@shh.com,108,449759715,73,53,5,Masters,5,T,T,T,29
10560,UNK,SomeName560,shh1@shh.com,4,930484962,38,45,-39,PhD,9,F,F,F,8
10561,GOVT,SomeName561,shh1@shh.com,98,966683988,55,35,28,High School,8,T,T,T,42
10562,SELF,SomeName562,shh1@shh.com,108,611756210,26,58,-31,Undergrad,8,F,F,F,25
10563,CORP,SomeName563,shh1@shh.com,88,208551077,79,37,7,Graduate,8,T,T,T,37
10564,UNK,SomeName564,shh1@shh.com,103,50459380,71,44,15,Masters,4,F,F,F,22
10565,GOVT,SomeName565,shh1@shh.com,32,307391216,76,44,5,PhD,9,T,T,T,31
10566,SELF,SomeName566,shh1@shh.com,5,263870691,30,53,37,High School,9,F,F,F,36
